,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,Diagnosis,Diseases
Patient_0,0.20606041,0.13986446,0.12663215,0.14386368,0.80762464,0.17423883,0.16622786,0.13382362,0.14376839,0.775514,0.1260873,0.19121808,0.30626902,0.16150314,0.7492049,0.6366513,0.13502623,0.7796455,0.14005685,0.5860101,0.23349805,0.10764307,0.67833513,0.13744295,0.72197384,0.37554443,0.13032699,0.25525597,0.13834316,0.8181464,0.15964796,0.20363384,0.43117735,0.12161171,0.6020195,0.18287875,0.13018909,0.40679702,0.17856526,0.68081653,0.5958743,0.26467258,0.8133716,0.33298162,0.82680863,0.63277197,0.2845745,0.69750774,0.1548679,0.59932816,0.12172795,0.23063003,0.17005014,0.12191457,0.14847906,0.1329932,0.16974294,0.13870595,0.123149514,0.5201775,0.123324536,0.40970874,0.16238576,0.13804317,0.16422877,0.11480768,0.35316876,0.5103839,0.30911446,0.19782124,0.3223601,0.36846036,0.13248286,0.17776471,0.1428685,0.17205736,0.14271142,0.27525184,0.1838757,0.18240744,0.23334917,0.30518004,0.18593162,0.18567368,0.25487763,0.27082792,0.10816383,0.17814194,0.1609879,0.23492943,0.24066341,0.12651588,0.23849393,0.17429365,0.2250167,0.16096298,0.13958003,0.18180002,0.1745031,0.25108913,0.14134227,0.11706181,0.15539014,0.1385797,0.8111633,0.13904326,0.20082727,0.13908258,0.15193942,0.8086632,0.12745023,0.20345846,0.18624596,0.14016509,0.65923053,0.39214438,0.1391846,0.72553813,0.15005408,0.6153211,0.11367003,0.1386329,0.6964825,0.1356311,0.6503727,0.16599812,0.11142212,0.16351822,0.1506385,0.8038413,0.16472436,0.37380636,0.1352553,0.1476062,0.63578993,0.13420728,0.11576083,0.26882252,0.13834031,0.5870199,0.44080734,0.111232325,0.76601017,0.23146798,0.7534664,0.1942413,0.16721427,0.6087003,0.15529747,0.4353779,0.12671725,0.12786172,0.54378337,0.14476238,0.56534636,0.12735952,0.7741148,0.16273883,0.16959354,0.7320081,0.7354517,0.18295541,0.3028665,0.15900594,0.5291484,0.62675077,0.7985898,0.4552755,0.143991,0.1766552,0.38731343,0.2991032,0.51007766,0.15310659,0.50507426,0.19841258,0.19183783,0.43041486,0.14984527,0.6534388,0.12931426,0.29350272,0.23159966,0.13703547,0.3559917,0.16654986,0.16671354,0.5840121,0.14864153,0.6095399,0.13219184,0.11432922,0.7656614,0.13822135,0.6260307,0.18722904,0.16075085,0.47084957,0.14538084,0.6893841,0.21798064,0.19840425,0.4531518,0.113035776,0.54447776,0.14661786,0.2572036,0.2551426,0.1483866,0.28884774,0.18922284,0.2216004,0.6325663,0.14081037,0.26683992,0.21827836,0.16126855,0.6835888,0.13575064,0.51549757,0.24299867,0.19670086,0.7073971,0.1510916,0.55392,0.19574225,0.19310766,0.18966405,0.15607715,0.21431078,0.11693046,0.2278178,0.23527126,0.15645626,0.28270584,0.19694112,0.22160286,0.33252358,0.14916179,0.22895175,0.23565687,0.13916677,0.26274994,0.13356733,0.22812027,0.28251454,0.18203604,0.39726034,0.11310714,0.7466465,0.24626727,0.19418874,0.21928257,0.14538498,0.5749573,0.11383503,0.7771985,0.23210901,0.18967585,0.24974938,0.19207686,0.22956902,0.3491579,0.14903095,0.260959,0.32906288,0.12953843,0.5086533,0.15259764,0.24265234,0.26867652,0.1670604,0.144089,0.11937881,0.30786848,0.1782964,0.19656175,0.23159257,0.16286975,0.20564997,0.12555034,0.84049463,0.25064474,0.18038388,0.22696497,0.31554225,0.22236879,0.2685684,0.14254227,0.3417728,0.38907877,0.17525499,0.35828102,0.15459608,0.21354844,0.29810995,0.17877603,0.26373413,0.15622024,0.23638485,ASMI,"ASMI, ABQRS, SR"
Patient_1,0.76514226,0.23297133,0.33783656,0.21611033,0.55253637,0.52203417,0.181819,0.78561246,0.14225216,0.65523094,0.76021904,0.6163796,0.7554751,0.10352716,0.24567339,0.12435662,0.83882236,0.5953013,0.5228977,0.30867502,0.15670337,0.8151389,0.28321058,0.17062347,0.13922082,0.78626096,0.24244185,0.53812057,0.30531108,0.65174997,0.7093647,0.16833073,0.73325,0.15427326,0.56711364,0.7416081,0.50441223,0.76942897,0.6218258,0.53408176,0.13763526,0.4435718,0.56780046,0.64396244,0.45366025,0.21989945,0.6452009,0.18395263,0.147932,0.12964329,0.1499648,0.25199354,0.2617899,0.14231619,0.3419505,0.21613987,0.19655618,0.28762862,0.28243107,0.2442058,0.24989055,0.20922427,0.23380218,0.6765038,0.16754776,0.19066526,0.7382386,0.1920454,0.29748422,0.26621366,0.20464917,0.72879964,0.18417823,0.7886128,0.12996313,0.18769968,0.20918612,0.27743614,0.35452342,0.32778898,0.13886589,0.22234948,0.22992335,0.23387589,0.118970685,0.19926247,0.18911935,0.20129752,0.21873344,0.26527905,0.16082346,0.18184246,0.1935142,0.46840724,0.2935693,0.24046192,0.27209207,0.14156353,0.35907012,0.1609103,0.6718535,0.3329423,0.47739634,0.2025082,0.4436905,0.67188126,0.1276988,0.6349322,0.13197209,0.39050013,0.8223323,0.5171133,0.7664282,0.18725632,0.16927372,0.1444705,0.8189381,0.32131344,0.23403154,0.35019118,0.17974591,0.77010995,0.16494508,0.12997296,0.16231394,0.46644986,0.2869652,0.85634583,0.36589062,0.5935003,0.5401209,0.16923518,0.17085856,0.2285932,0.20008469,0.6979133,0.11691713,0.72103053,0.60488254,0.3039868,0.17256087,0.30237952,0.22153758,0.37327084,0.6383289,0.16100545,0.516596,0.12589742,0.11574353,0.12055156,0.39608088,0.12310241,0.1309276,0.15190853,0.669784,0.15195525,0.13314675,0.22251819,0.4486998,0.20968492,0.1861269,0.13908131,0.17209315,0.15704933,0.15683989,0.14925788,0.83503634,0.13453253,0.16439639,0.20331278,0.593309,0.26065797,0.127083,0.7608296,0.13529341,0.7327138,0.66133434,0.43064728,0.68133247,0.14987715,0.26428196,0.11146612,0.31233802,0.17106469,0.8065692,0.16591792,0.57504636,0.192411,0.14643303,0.27995613,0.14575131,0.80464613,0.13422984,0.84984434,0.18901983,0.6978835,0.8816072,0.8171955,0.7210083,0.20561016,0.6988957,0.47615796,0.35082802,0.58668226,0.2282423,0.37871858,0.1407549,0.76265913,0.13872235,0.7537781,0.52442807,0.28656164,0.59298426,0.1427469,0.4859824,0.15506186,0.49824765,0.13708876,0.76942724,0.1834209,0.6520404,0.6054398,0.7008208,0.78845894,0.14207748,0.6773128,0.3351806,0.3514854,0.11935596,0.29094812,0.7520046,0.13552207,0.78164536,0.11553087,0.17568867,0.7156796,0.48991662,0.8015342,0.17297204,0.7674235,0.12165249,0.31096137,0.1066367,0.7107682,0.24111272,0.58924407,0.7040499,0.63195145,0.7657638,0.11976704,0.36327142,0.21154812,0.3835321,0.22773357,0.51512337,0.6790172,0.12181506,0.7979394,0.13510977,0.43531126,0.7728962,0.44982943,0.7721512,0.13899142,0.5689536,0.15134725,0.34118506,0.13902622,0.63578933,0.2592975,0.14083366,0.75148875,0.5237902,0.7913284,0.119807586,0.2500976,0.19825797,0.33457547,0.4144244,0.7242919,0.4655585,0.1161677,0.808171,0.111863956,0.51547587,0.8289081,0.1375419,0.7552444,0.14215152,0.37012878,0.15709533,0.798757,0.12531333,0.61060816,0.22259894,0.14374515,0.7846311,0.20991105,0.79596907,0.119756125,NORM,"NORM, SR"
Patient_2,0.13475956,0.40948704,0.19949019,0.15489538,0.4908464,0.15482338,0.71775377,0.17821816,0.6660036,0.13698332,0.6932745,0.19601122,0.71014583,0.12164037,0.71607864,0.1719198,0.78263617,0.11421761,0.27057192,0.1218966,0.16463497,0.5225974,0.28258595,0.5825244,0.13023561,0.1575955,0.67267483,0.11511382,0.13052331,0.18170068,0.13577384,0.65185624,0.17818028,0.69167143,0.11128381,0.6009717,0.14948153,0.50370145,0.15123191,0.16009903,0.16474597,0.9018304,0.15104568,0.15123433,0.14327237,0.1506265,0.14410192,0.2706362,0.65158236,0.10969646,0.17213197,0.77559984,0.6496778,0.13671137,0.7480277,0.15622194,0.6832057,0.14708655,0.7439774,0.4948249,0.72127444,0.13154212,0.82365334,0.11766534,0.20825331,0.17524868,0.88055474,0.17089045,0.6372762,0.13347606,0.17129725,0.65054524,0.13043468,0.7295385,0.12563816,0.14853702,0.27091458,0.22635026,0.25110197,0.14980674,0.12797043,0.15676858,0.11805045,0.24221584,0.14457536,0.22208317,0.13574319,0.19484802,0.12483672,0.20380874,0.20965973,0.20597595,0.16524282,0.5967737,0.1649012,0.1645002,0.17388228,0.15926076,0.15928733,0.1698434,0.16762291,0.65596485,0.4275234,0.14978741,0.2109689,0.15132755,0.750186,0.17217486,0.5781029,0.1699379,0.29536933,0.16655041,0.7804884,0.13903256,0.7741606,0.1674488,0.6603743,0.117797226,0.28663886,0.16834258,0.121336,0.63923615,0.10879985,0.5283139,0.15865286,0.15093131,0.7135347,0.2263227,0.20188186,0.2304069,0.126928,0.7267955,0.15001199,0.7207561,0.21354862,0.67643946,0.13718623,0.6236268,0.12596966,0.21420218,0.18070616,0.86960614,0.15895453,0.5502693,0.14964114,0.12955217,0.12367748,0.11310482,0.6619468,0.124608226,0.7075445,0.3163108,0.24311204,0.19895558,0.19835144,0.14069813,0.20172973,0.12627505,0.27320376,0.17312653,0.18957308,0.11583659,0.15931608,0.1567145,0.8465174,0.29192534,0.18594477,0.7631938,0.1721016,0.16322266,0.18789801,0.20747381,0.29819787,0.20149815,0.15103993,0.63430667,0.5888556,0.24838893,0.22521408,0.18060109,0.1788448,0.17790458,0.13073942,0.87975925,0.15167417,0.243434,0.12168794,0.13631502,0.14544353,0.85742974,0.5626597,0.21554662,0.72312796,0.187327,0.16004685,0.19467877,0.23332861,0.35951352,0.18918537,0.14627858,0.6424942,0.68854713,0.24410912,0.21966553,0.2228361,0.16891035,0.35912824,0.12363574,0.90179634,0.16317303,0.40027854,0.12328861,0.20184253,0.14809836,0.8557814,0.13557237,0.20348513,0.15471406,0.16567323,0.15542845,0.22695129,0.26007652,0.18015945,0.23893578,0.14956304,0.32764784,0.2989278,0.24033928,0.18506825,0.21600792,0.13283242,0.5556796,0.13668366,0.6162604,0.14399472,0.37015024,0.14563252,0.2417954,0.15995245,0.90777194,0.14512426,0.3416971,0.13840313,0.20336176,0.15819001,0.18302558,0.23395777,0.17716596,0.20016883,0.12403802,0.13311891,0.3018207,0.21657272,0.21732852,0.21937443,0.13525154,0.43186644,0.13306834,0.50646704,0.16755489,0.58998257,0.15154773,0.21624054,0.14515889,0.37338945,0.14735231,0.15672353,0.13835411,0.63027173,0.14258675,0.23572946,0.22566883,0.16799602,0.21681377,0.13029818,0.12235159,0.26981008,0.3348503,0.2119832,0.19931222,0.12807143,0.2210116,0.20373085,0.7946587,0.14884076,0.12666906,0.15904097,0.22826989,0.14581566,0.22240803,0.11552519,0.770559,0.13509855,0.76813626,0.14569885,0.627376,0.277402,0.18963422,0.4930081,0.14112379,ASMI,"ASMI, LAFB, LVH, ISC_, SR"
Patient_3,0.15044877,0.3291007,0.23619992,0.20484097,0.4203706,0.2731281,0.13304867,0.2842747,0.27517444,0.13167705,0.56585544,0.2716947,0.13417925,0.34873295,0.47664246,0.38104036,0.37373772,0.23116612,0.16173355,0.7012551,0.17026642,0.22603332,0.22119561,0.18884341,0.13737115,0.1835801,0.3534306,0.15661433,0.19922341,0.33292142,0.2411132,0.55540884,0.2087503,0.4425573,0.21935426,0.58672285,0.5645827,0.14740328,0.6652888,0.19503328,0.2108841,0.28649428,0.18825735,0.15446536,0.85308117,0.14232913,0.22141749,0.2502583,0.725499,0.17110412,0.1498572,0.72277766,0.13831228,0.09658234,0.7405776,0.46165675,0.6146075,0.6835128,0.36303923,0.83949286,0.7976527,0.14709653,0.14276394,0.76948893,0.21978104,0.13562547,0.7697849,0.80001634,0.1620499,0.7931137,0.8047537,0.22263552,0.19863553,0.81543213,0.17346582,0.17617227,0.7010701,0.3905026,0.4098211,0.7357292,0.693681,0.25484684,0.82664335,0.15065815,0.36168596,0.6547605,0.35635626,0.16152243,0.6526561,0.74848044,0.2099545,0.7742511,0.7618229,0.17486265,0.82930833,0.789033,0.19673498,0.16372979,0.76083875,0.14563754,0.20474917,0.3518937,0.22704904,0.1996358,0.5086081,0.2571106,0.15548223,0.21263109,0.2607755,0.14857922,0.28367153,0.50495934,0.17058098,0.53358465,0.70324534,0.191216,0.40457842,0.19049852,0.23040466,0.7611287,0.18624811,0.7174868,0.55922526,0.18079126,0.11079542,0.17429866,0.67917687,0.16091509,0.20448096,0.6230649,0.15681803,0.17572166,0.6658842,0.4443031,0.1533966,0.6913269,0.18191776,0.14853857,0.79927343,0.20170045,0.11137141,0.73425746,0.18938212,0.19173545,0.78857064,0.13436925,0.22554292,0.28102273,0.26179498,0.20453662,0.13264741,0.14376806,0.13938497,0.13398421,0.10101542,0.16615717,0.13699284,0.7527008,0.21312979,0.14276752,0.17592727,0.16846329,0.13157426,0.18506077,0.20320569,0.12388841,0.22710755,0.13191552,0.1490408,0.8876186,0.1609111,0.14218505,0.16068362,0.15237126,0.14935976,0.14765404,0.65550464,0.16489586,0.15007116,0.75307614,0.4387673,0.15199389,0.18895131,0.17916022,0.15446836,0.21310489,0.49731395,0.15693875,0.7894743,0.1692769,0.13395588,0.8540859,0.15866357,0.13077737,0.83134884,0.15377617,0.14724688,0.69237465,0.6791778,0.14728457,0.15615886,0.130869,0.20465723,0.15785772,0.4193959,0.7722986,0.17139156,0.1980338,0.19631435,0.14841439,0.16563047,0.69440967,0.15987809,0.8184047,0.12478414,0.14419451,0.85049504,0.14243524,0.1117979,0.7677582,0.54789364,0.1299509,0.7593922,0.80655193,0.14035718,0.13790296,0.58228076,0.22784929,0.1479881,0.51221424,0.43705353,0.15258615,0.2529809,0.25836512,0.129598,0.17417894,0.40115014,0.1411213,0.6919881,0.14065723,0.16400032,0.3796813,0.27846146,0.16950639,0.48979434,0.48727015,0.14058657,0.4024965,0.57803184,0.13716958,0.13971494,0.12955582,0.19897057,0.12393106,0.58132595,0.35549566,0.1462744,0.19815528,0.28631383,0.14416124,0.239245,0.16139063,0.14750211,0.42297366,0.15615349,0.14628251,0.3613497,0.38881403,0.18093166,0.5748753,0.48146278,0.15471062,0.12982011,0.3123,0.14236344,0.14602146,0.25742045,0.147189,0.15875763,0.81767714,0.7739766,0.14349675,0.30444044,0.21758051,0.14756295,0.32122087,0.21717755,0.1705291,0.45655897,0.12568335,0.12021754,0.71219695,0.1390759,0.13434677,0.72339183,0.24971043,0.11689735,0.1464345,0.31065446,0.15128827,IMI,"IMI, ABQRS, SBRAD"
Patient_4,0.15849686,0.16466284,0.1308496,0.19616665,0.15624565,0.15822618,0.7162972,0.67794204,0.1991145,0.20160311,0.16189219,0.14338626,0.13704804,0.18441837,0.13085908,0.19170046,0.24362718,0.80905616,0.17680067,0.16036996,0.15690735,0.18343268,0.61772245,0.13927141,0.15717605,0.25713986,0.22834097,0.20155537,0.73767275,0.6173197,0.17897981,0.6361226,0.7877061,0.1250338,0.1871944,0.17859542,0.1709244,0.106681325,0.35990098,0.30286455,0.5808587,0.7126766,0.69217336,0.15438625,0.19904453,0.11279857,0.14772023,0.2838214,0.17711908,0.20352806,0.33038795,0.23259427,0.18124743,0.74490756,0.30972105,0.1757329,0.39088637,0.73549944,0.30990466,0.159128,0.17800637,0.17226817,0.24060488,0.1413472,0.14733554,0.63154715,0.8192988,0.80443424,0.17521432,0.12666056,0.121061124,0.11544269,0.19452275,0.2262989,0.11947293,0.16144003,0.63922346,0.19101436,0.25949788,0.2033773,0.2780753,0.24572344,0.16322881,0.12451587,0.21105655,0.21431723,0.44363892,0.148346,0.19744617,0.18324214,0.1518355,0.28892115,0.41313583,0.14231302,0.14983115,0.287338,0.12169964,0.20204347,0.61053544,0.20528263,0.17873189,0.5477394,0.31742772,0.20515768,0.21211344,0.2051563,0.7283442,0.14626917,0.181833,0.15918317,0.17263398,0.1831721,0.1345191,0.19657998,0.15089759,0.20748293,0.41780406,0.864388,0.15588458,0.1385579,0.13053668,0.23129895,0.60918725,0.14863773,0.16971107,0.18861409,0.23571342,0.20559771,0.592216,0.38772762,0.12164936,0.3642514,0.7402054,0.10300055,0.17326277,0.1898132,0.15785222,0.10163413,0.110537,0.21734357,0.5605696,0.80752885,0.7032441,0.18677548,0.17660865,0.120353416,0.1395461,0.23326975,0.21033826,0.14744268,0.1598499,0.1726522,0.20716941,0.63239706,0.18616726,0.4093635,0.31813857,0.56866544,0.17304537,0.38985792,0.111047424,0.35120958,0.15718691,0.23664732,0.87525505,0.18304102,0.62292546,0.43082526,0.29844365,0.25381827,0.13905329,0.22755691,0.20243295,0.2017007,0.5985587,0.17926286,0.26704493,0.28034782,0.7422385,0.17056562,0.3605183,0.31166047,0.653191,0.17021208,0.312699,0.14900082,0.4190134,0.13328703,0.27360633,0.89539737,0.17020227,0.5526381,0.41543126,0.28385916,0.22649607,0.16495511,0.30422205,0.19924673,0.16915,0.39850077,0.48932773,0.38748446,0.43412223,0.2653636,0.21272975,0.2548262,0.2720404,0.18079472,0.17093258,0.26276538,0.13476117,0.20379305,0.14190996,0.2724802,0.87130886,0.25153616,0.21360686,0.21122622,0.2672627,0.4441712,0.18315618,0.25405437,0.23523669,0.3072083,0.26307943,0.16122904,0.2710467,0.24793732,0.38885465,0.2267169,0.33424053,0.12487166,0.16140795,0.16453277,0.25709957,0.15876155,0.21337783,0.15796576,0.26025504,0.8482329,0.14760311,0.29513174,0.8529587,0.26463956,0.24460925,0.1917323,0.2446125,0.24893962,0.16875869,0.2817196,0.11700394,0.2364534,0.16340531,0.20386633,0.79424864,0.13505922,0.4257333,0.23727387,0.13623615,0.16475077,0.14475062,0.23890363,0.12589282,0.17146502,0.19043733,0.11876233,0.2432515,0.18753979,0.73015237,0.23529744,0.17174861,0.18580946,0.7461079,0.78165275,0.26932812,0.17303163,0.7436381,0.15568992,0.18045771,0.8155674,0.27996293,0.11686178,0.1984305,0.5250822,0.6067269,0.14651112,0.19217059,0.15363567,0.14680319,0.13918939,0.7901105,0.46336034,0.2887398,0.3177775,0.23835564,0.21748602,0.2255545,0.82180214,0.8200846,0.3750067,ASMI,"ASMI, LVH, ISC_, PAC, STD_, SR"
Patient_5,0.21455617,0.14274947,0.35378292,0.1252401,0.24914318,0.17411369,0.21560377,0.1376288,0.14460026,0.22837196,0.11984624,0.23476292,0.10383697,0.33147284,0.14879765,0.64772636,0.1261955,0.17593624,0.15428251,0.12185184,0.7270949,0.11157141,0.82741314,0.155817,0.30721095,0.6866442,0.14027095,0.7068372,0.15125197,0.53396904,0.13943739,0.73406416,0.17078641,0.14720464,0.19256003,0.7854254,0.116572805,0.15975973,0.6292974,0.14709051,0.50643456,0.10083627,0.5998911,0.154559,0.12419254,0.22943088,0.1939974,0.73991185,0.16515864,0.2926183,0.7387954,0.14717285,0.7478615,0.1793302,0.13707918,0.1635794,0.7678505,0.14378776,0.1223671,0.12592463,0.17842136,0.7971744,0.16085877,0.11977214,0.14188662,0.71020854,0.5083271,0.19735685,0.11826471,0.12817141,0.19640234,0.14998437,0.8252931,0.16667943,0.44702503,0.20282651,0.13837288,0.22664872,0.16176905,0.19198847,0.16728264,0.70956826,0.124074996,0.66257155,0.19708143,0.17100382,0.22548123,0.15021653,0.21989438,0.13089827,0.22763294,0.16631202,0.15987697,0.137425,0.7297641,0.1962862,0.10814611,0.11803256,0.15480134,0.61816156,0.56931365,0.16137666,0.29447654,0.12474642,0.3617035,0.18157181,0.23089392,0.17212702,0.15235628,0.17378104,0.12745859,0.11166948,0.10925001,0.49507317,0.16982155,0.8120963,0.13640453,0.17076036,0.14388816,0.113596804,0.2545692,0.13410175,0.81543356,0.17809805,0.2636585,0.67566967,0.14430574,0.6689793,0.16449091,0.11536632,0.15214027,0.78490305,0.16287266,0.14970872,0.57441425,0.1110611,0.75545835,0.18397795,0.5388889,0.13025454,0.75331676,0.096561186,0.15489869,0.121906705,0.13488023,0.21186304,0.17419125,0.82939804,0.15168734,0.22642261,0.22426228,0.12499434,0.45252872,0.71664435,0.43594494,0.13037033,0.50049484,0.17565255,0.19766569,0.34364125,0.1364846,0.32652593,0.7847224,0.33027312,0.1328468,0.8151735,0.36402017,0.22354323,0.16178118,0.17724586,0.50914603,0.12409477,0.2920413,0.4069753,0.19411573,0.2529006,0.1270688,0.8460395,0.45368037,0.3378735,0.605724,0.5541453,0.1850401,0.13817385,0.6930794,0.14890464,0.88056535,0.42286375,0.24109928,0.12574086,0.8038571,0.76042104,0.19559614,0.13021557,0.15678714,0.3563637,0.16223884,0.4147854,0.25512198,0.22804134,0.24075647,0.15645216,0.58417493,0.80331445,0.28802267,0.73990625,0.38443497,0.3598534,0.12213137,0.80100745,0.17314194,0.54811394,0.8404107,0.26451978,0.15094236,0.6005056,0.8523148,0.22574554,0.80912733,0.16806366,0.40470862,0.10794852,0.2897222,0.17757218,0.15410632,0.22739285,0.15641391,0.38529757,0.7770866,0.24494103,0.69692546,0.34171045,0.3692151,0.123600416,0.1582367,0.15218562,0.54735667,0.7653453,0.23820119,0.19726774,0.22679414,0.87010515,0.222651,0.7908043,0.13590328,0.46764493,0.40389568,0.22930169,0.14602076,0.18350808,0.26770362,0.13460167,0.19089751,0.75093615,0.25419357,0.7975445,0.30611834,0.7023015,0.1261931,0.25413296,0.14590636,0.3763799,0.8131705,0.33348286,0.24082474,0.23255467,0.8874254,0.1572268,0.6995948,0.15854475,0.7191248,0.22477104,0.22433344,0.44454974,0.14542851,0.18442953,0.11558795,0.22138652,0.5932867,0.26849824,0.7875328,0.26195335,0.7614898,0.176556,0.1537285,0.17405306,0.16734198,0.24407586,0.28337067,0.206621,0.17780702,0.8456173,0.18085507,0.5842168,0.198552,0.7019538,0.7656663,0.19211727,0.76999635,0.2750467,ASMI,"ASMI, LVH, ISC_, LAO/LAE, VCLVH, INVT, STD_, SR"
Patient_6,0.14904286,0.17358124,0.74968207,0.48017317,0.55917096,0.72782224,0.605879,0.2173237,0.7111881,0.12520777,0.16721167,0.7900817,0.19114026,0.77062505,0.53165954,0.104607955,0.63851506,0.6579481,0.13482079,0.21918042,0.1946274,0.76695746,0.21517377,0.135385,0.22519165,0.7532254,0.20184048,0.5321452,0.4368799,0.345532,0.7552785,0.77566844,0.12924244,0.5758616,0.14005333,0.45770448,0.7440378,0.40470418,0.72291523,0.32737544,0.124213375,0.7635124,0.7453877,0.15421091,0.7821544,0.18018875,0.3944347,0.1802226,0.14517568,0.38025096,0.7934301,0.18177922,0.45428497,0.30808604,0.14471897,0.16528182,0.74398226,0.4028507,0.7658914,0.15538442,0.2885978,0.6804955,0.5725762,0.84470963,0.13666627,0.12895682,0.15446554,0.7019854,0.1463529,0.7829029,0.15176962,0.8025235,0.2127924,0.16142729,0.40621108,0.15736738,0.20324068,0.22833759,0.19708693,0.17734283,0.17937027,0.3525735,0.40314952,0.39734244,0.19399874,0.21483682,0.8189792,0.1943239,0.21065801,0.2155311,0.16587546,0.22411068,0.15076022,0.16013108,0.25115475,0.24554865,0.21702656,0.19195539,0.16924672,0.79089606,0.14364704,0.18375777,0.26445735,0.41066706,0.535768,0.50550485,0.18307269,0.25779063,0.56488204,0.13775769,0.13916151,0.5417758,0.20422763,0.77927756,0.1380977,0.11458708,0.79167485,0.14680223,0.16904993,0.26480937,0.13546595,0.4050225,0.15210328,0.13554485,0.1257538,0.77729774,0.19795026,0.5601054,0.24083294,0.14076814,0.1583185,0.7518262,0.21601924,0.37818357,0.14036249,0.19453357,0.71404135,0.23290153,0.6646778,0.12865773,0.14273576,0.119719826,0.7906821,0.14965634,0.7554612,0.11726257,0.7136836,0.21685714,0.14838351,0.18182771,0.1275247,0.13517378,0.82505214,0.24763717,0.14332482,0.13817582,0.14467566,0.17196523,0.84409815,0.25150052,0.148978,0.78213847,0.16258213,0.12829892,0.17633851,0.13451396,0.16657105,0.1344814,0.1324995,0.13925067,0.14503935,0.85013676,0.21714064,0.13473837,0.23008871,0.24808165,0.15630716,0.77821755,0.24135998,0.13084453,0.16287014,0.5447508,0.13163741,0.85276115,0.22996621,0.13801903,0.6282905,0.11806358,0.26945972,0.17349695,0.1332264,0.15574318,0.16646573,0.12575449,0.12129325,0.1522053,0.8222932,0.10388313,0.14841937,0.1933812,0.7273207,0.1462361,0.32615963,0.72208494,0.16425137,0.2823425,0.65887904,0.13393371,0.87533987,0.15360501,0.16602334,0.6916001,0.21391784,0.49970078,0.1553598,0.14661655,0.21620382,0.79945606,0.12038022,0.8338436,0.16657782,0.33668736,0.34254435,0.13696335,0.1922214,0.3715117,0.14596923,0.29552662,0.7534959,0.1874116,0.83721334,0.7214283,0.17213164,0.78086966,0.16447735,0.1467097,0.4031962,0.24290515,0.47754663,0.17547293,0.15555453,0.7914438,0.61646795,0.13514362,0.81092584,0.15861373,0.20644608,0.45103768,0.19977501,0.5762819,0.13357149,0.17177439,0.29567963,0.17912577,0.17328715,0.79135174,0.121306285,0.13498949,0.6873984,0.19455208,0.18680908,0.31645483,0.33498213,0.81631696,0.67631966,0.14192499,0.84100366,0.23485734,0.13475318,0.41659904,0.16370021,0.7751893,0.1368834,0.16520868,0.76614374,0.16642581,0.18456753,0.4289051,0.17647843,0.13179234,0.7936931,0.120499104,0.1478414,0.8002776,0.16150145,0.12649749,0.44382155,0.17389637,0.46320367,0.17899968,0.13378496,0.38504195,0.6691656,0.14999124,0.6145243,0.17008664,0.24980316,0.19723092,0.2179126,0.8216066,NORM,"NORM, SR"
